,Unnamed: 0,recordnum,recordtype,recordtypemapped,recordtypedesc,description,opendate,inspectiondate,lastinspresult,statuscurrent,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1
143420,143420,000657-20CP,Complaint,Request,Weeds,Per CSB; Dangerous vegetation encroaching sidewalk.,2020-01-23,"{'type': 'Point', 'coordinates': [-122.28168275, 47.55028814]}",,Completed,3941 S MEAD ST,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000657-20CP'},47.55028814,-122.28168275,"{'latitude': '47.55028814', 'longitude': '-122.28168275'}"
143457,143457,000683-20CP,Complaint,Request,Weeds,"Overgrown hazardous vegetation, at corner lot.  Ivy and bushes taking up 50% of sidewalk.",2020-01-24,"{'type': 'Point', 'coordinates': [-122.30802604, 47.66839624]}",Completed,Completed,5268 18TH AVE NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000683-20CP'},47.66839624,-122.30802604,"{'latitude': '47.66839624', 'longitude': '-122.30802604'}"
143466,143466,000688-20CP,Complaint,Request,Weeds,There is a city staircase going east from California Avenue to the culdesac at Hudson Street.  The North side of the stairs are heavily covered with tree growth which restricts the street lamp lighting to the area.  The stairway has become a drug/homeless hangout area. Tagging on the street post equipment.   We would request that the trees be cut back/thinned to allow sufficient lighting/visibility to the area and the tagging cleaned up to help reduce the drug/hangout activity.,2020-01-24,"{'type': 'Point', 'coordinates': [-122.38685641, 47.55841117]}",,Completed,4900 California AVE SW,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000688-20CP'},47.55841117,-122.38685641,"{'latitude': '47.55841117', 'longitude': '-122.38685641'}"
143491,143491,000707-20CP,Complaint,Request,Land Use,"This is a vacant lot at 5048 36th Ave NE. I own a home across the alley from the vacant lot. No one is maintaining the empty lot and the vegetation is overgrowing into the alley. I have experience three separate instances of property damage associated with this encroachment: damage to my vehicle from branches, a truck destroying my garage downspout, and another vehicle hitting my legally parked car in my driveway trying to avoid contact with the vegetation. The lot owner needs",2020-01-24,"{'type': 'Point', 'coordinates': [-122.28882716, 47.66634352]}",Completed,Completed,5048 36TH AVE NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000707-20CP'},47.66634352,-122.28882716,"{'latitude': '47.66634352', 'longitude': '-122.28882716'}"
143562,143562,000773-20CP,Complaint,Request,Land Use,"Per CSB; illegal disposal...there is an used, old mattress sitting against the fence across from the Oasis Pet Spa...which is an eye sore. Pls remove it. in addition to the used/old couch, there is an over growth of weeds and bushes that, if removed, would look a lot more appealing when visiting the business along this corridor. Private property",2020-01-24,,Completed,Completed,4433 S Graham ST,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000773-20CP'},,,
143593,143593,000793-20CP,Complaint,Request,Weeds,Overgrown vegetation,2020-01-28,"{'type': 'Point', 'coordinates': [-122.38456588, 47.55824045]}",,Completed,4837 41ST AVE SW,SEATTLE,WA,98116.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000793-20CP'},47.55824045,-122.38456588,"{'latitude': '47.55824045', 'longitude': '-122.38456588'}"
143627,143627,000822-20CP,Complaint,Request,Land Use,"Per Online; the house up one and across the street has had a truck parked in front of the house for 3 years.  it never moves.  it was moved once for 2 hours after i complained over a year ago.  it continues to use up valuable onstreet parking in the middle of seattle.  it has moss growing under the car, as the street underneath the truck, has not seen the light of day for 3 years!",2020-01-29,"{'type': 'Point', 'coordinates': [-122.31876918, 47.64805507]}",Completed,Completed,878 E GWINN PL,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000822-20CP'},47.64805507,-122.31876918,"{'latitude': '47.64805507', 'longitude': '-122.31876918'}"
143645,143645,000834-20CP,Complaint,Request,Weeds,PER CSB: Blocking sidewalks height and width on 16th and 17th Ave Ne north of ne Ravenna Blvd up to ravenna park,2020-01-16,"{'type': 'Point', 'coordinates': [-122.31048857, 47.67218964]}",,Completed,5824 16TH AVE NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000834-20CP'},47.67218964,-122.31048857,"{'latitude': '47.67218964', 'longitude': '-122.31048857'}"
143646,143646,000835-20CP,Complaint,Request,Weeds,PER CSB: Overgrown vegetationPHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5e208a04e896e69f6115fb23/report.jpg,2020-01-29,"{'type': 'Point', 'coordinates': [-122.30848271, 47.58352708]}",,Completed,1819 S WALKER ST,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000835-20CP'},47.58352708,-122.30848271,"{'latitude': '47.58352708', 'longitude': '-122.30848271'}"
143652,143652,000840-20CP,Complaint,Request,Weeds,"Per Online; Vegetation from  apartment building extending halfway to 2/3 of the way onto sidewalk, including some poke-you-in-the-eye-type branches.",2020-01-30,"{'type': 'Point', 'coordinates': [-122.34604561, 47.62836359]}",,Completed,1010 TAYLOR AVE N,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000840-20CP'},47.62836359,-122.34604561,"{'latitude': '47.62836359', 'longitude': '-122.34604561'}"
143659,143659,000846-20CP,Complaint,Request,Weeds,"Per CSB; Overgrown vegetation, blocking sidewalk",2020-01-30,"{'type': 'Point', 'coordinates': [-122.35396231, 47.71940696]}",Completed,Completed,405 N 125TH ST,SEATTLE,WA,98133.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000846-20CP'},47.71940696,-122.35396231,"{'latitude': '47.71940696', 'longitude': '-122.35396231'}"
143663,143663,000847-20CP,Complaint,Request,Weeds,Per CSB; overgrown vegetation,2020-01-27,"{'type': 'Point', 'coordinates': [-122.35788316, 47.65253853]}",,Completed,3509 1ST AVE NW,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000847-20CP'},47.65253853,-122.35788316,"{'latitude': '47.65253853', 'longitude': '-122.35788316'}"
143671,143671,000855-20CP,Complaint,Request,Weeds,Per CSB; Hedges covering sidewalks,2020-01-27,"{'type': 'Point', 'coordinates': [-122.41307765, 47.57557345]}",,Completed,3212 63RD AVE SW,SEATTLE,WA,98116.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000855-20CP'},47.57557345,-122.41307765,"{'latitude': '47.57557345', 'longitude': '-122.41307765'}"
143672,143672,000856-20CP,Complaint,Request,Weeds,Per CSB; Hedges covering sidewalks,2020-01-27,"{'type': 'Point', 'coordinates': [-122.41301877, 47.5754402]}",,Completed,3214 63RD AVE SW,SEATTLE,WA,98116.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000856-20CP'},47.5754402,-122.41301877,"{'latitude': '47.5754402', 'longitude': '-122.41301877'}"
143726,143726,000900-20CP,Complaint,Request,Weeds,overgrown vegetation,2020-01-31,"{'type': 'Point', 'coordinates': [-122.36904217, 47.70353914]}",Completed,Completed,902 NW 103RD ST,SEATTLE,WA,98177.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000900-20CP'},47.70353914,-122.36904217,"{'latitude': '47.70353914', 'longitude': '-122.36904217'}"
143734,143734,000908-20CP,Complaint,Request,Weeds,XXXXXXXXXXX,2020-01-31,"{'type': 'Point', 'coordinates': [-122.31716728, 47.60460218]}",,Closed,301 12th AVE,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000908-20CP'},47.60460218,-122.31716728,"{'latitude': '47.60460218', 'longitude': '-122.31716728'}"
143736,143736,000910-20CP,Complaint,Request,Weeds,PER CSB: Overgrown vegetation. The vegetation that needs trimming has wicked thorns-not visible in photo with inquiry. Iffy walking by at night or with little kids.PHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5e29ed08e896e69f61169ce1/report.jpg,2020-01-23,"{'type': 'Point', 'coordinates': [-122.26496394, 47.54725673]}",Completed,Completed,6060 UPLAND TER S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000910-20CP'},47.54725673,-122.26496394,"{'latitude': '47.54725673', 'longitude': '-122.26496394'}"
143737,143737,000911-20CP,Complaint,Request,Weeds,PER CSB: Sidewalk / bus stop being taken over by vegetation. Busy road and active bus stop!PHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5e2228d4e896e69f611623a4/photo_20200117_133532.jpg,2020-01-31,"{'type': 'Point', 'coordinates': [-122.31519478, 47.59114367]}",,Completed,1313 14TH AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000911-20CP'},47.59114367,-122.31519478,"{'latitude': '47.59114367', 'longitude': '-122.31519478'}"
143738,143738,000912-20CP,Complaint,Request,Weeds,PER CSB: Ornamental grass is growing far over sidewalk.PHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5e222bcde896e69f61162441/report.jpg,2020-01-17,"{'type': 'Point', 'coordinates': [-122.30424167, 47.68870291]}",Completed,Completed,2206 NE 82ND ST,SEATTLE,WA,98115.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000912-20CP'},47.68870291,-122.30424167,"{'latitude': '47.68870291', 'longitude': '-122.30424167'}"
143739,143739,000913-20CP,Complaint,Request,Weeds,PER CSB: Tree grown over sidewalkPHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5e2264b2e896e69f61162cab/report.jpg,2020-01-17,"{'type': 'Point', 'coordinates': [-122.32609139, 47.52545284]}",,Completed,553 S DONOVAN ST,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000913-20CP'},47.52545284,-122.32609139,"{'latitude': '47.52545284', 'longitude': '-122.32609139'}"
143740,143740,000914-20CP,Complaint,Request,Weeds,PER CSB: Tree grown over sidewalkPHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5e2264b2e896e69f61162cab/report.jpg,2020-01-17,"{'type': 'Point', 'coordinates': [-122.32749823, 47.52584129]}",Completed,Completed,516 S DONOVAN ST,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000914-20CP'},47.52584129,-122.32749823,"{'latitude': '47.52584129', 'longitude': '-122.32749823'}"
143741,143741,000915-20CP,Complaint,Request,Weeds,PER CSB: Bushes growing over the street,2020-01-20,"{'type': 'Point', 'coordinates': [-122.29295421, 47.71299756]}",,Completed,3216 NE 117TH ST,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000915-20CP'},47.71299756,-122.29295421,"{'latitude': '47.71299756', 'longitude': '-122.29295421'}"
143751,143751,000924-20CP,Complaint,Request,Weeds,Per Online; Vegetation - entire property length along sidewalk and above sidewalk and on sidewalk extensive build-up of pine needles -,2020-02-01,"{'type': 'Point', 'coordinates': [-122.26566998, 47.68224549]}",,Completed,7336 58th AVE NE,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000924-20CP'},47.68224549,-122.26566998,"{'latitude': '47.68224549', 'longitude': '-122.26566998'}"
143752,143752,000925-20CP,Complaint,Request,Weeds,vegetation along sidewalk - obstructing 20 % - high frequency concern see records,2020-02-01,"{'type': 'Point', 'coordinates': [-122.26574447, 47.68238146]}",Completed,Completed,7342 58th AVE NE,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000925-20CP'},47.68238146,-122.26574447,"{'latitude': '47.68238146', 'longitude': '-122.26574447'}"
143776,143776,000944-20CP,Complaint,Request,Weeds,Blocking view of trafficOvergrown hedge that wraps around the building. Forces pedestrians into street. Impedes line of sight for northbound drivers on Belmont Ave E.,2020-01-24,"{'type': 'Point', 'coordinates': [-122.32387074, 47.62502781]}",Completed,Completed,601 E ROY ST,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000944-20CP'},47.62502781,-122.32387074,"{'latitude': '47.62502781', 'longitude': '-122.32387074'}"
143778,143778,000946-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairwayVegetation taking over the sidewalk + debris not picked up making the sidewalk very slippery and creating deep pools of rainwater.,2020-02-27,"{'type': 'Point', 'coordinates': [-122.37593564, 47.5526533]}",,Completed,5438 35TH AVE SW,SEATTLE,WA,98126.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000946-20CP'},47.5526533,-122.37593564,"{'latitude': '47.5526533', 'longitude': '-122.37593564'}"
143779,143779,000947-20CP,Complaint,Request,Weeds,"Impassable sidewalk, blocking sidewalk or stairway",2020-01-27,"{'type': 'Point', 'coordinates': [-122.30960627, 47.56033321]}",,Closed,1717 S ANGELINE ST,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000947-20CP'},47.56033321,-122.30960627,"{'latitude': '47.56033321', 'longitude': '-122.30960627'}"
143780,143780,000948-20CP,Complaint,Request,Weeds,"Large tree branches hanging down across the sidewalk. The people there park there truck half way across the sidewalk and the limbs hanging down are very large and are going to put someones eye out. I am 5'10"" and I have to duck to keep from getting hit in the face. Very dangerous",2020-02-03,"{'type': 'Point', 'coordinates': [-122.33829236, 47.66190615]}",Completed,Completed,1619 N 46TH ST,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000948-20CP'},47.66190615,-122.33829236,"{'latitude': '47.66190615', 'longitude': '-122.33829236'}"
143783,143783,000951-20CP,Complaint,Request,Weeds,Per CSB; overgrown hedge,2020-01-27,"{'type': 'Point', 'coordinates': [-122.28223871, 47.6332136]}",,Completed,3914 E MADISON ST,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000951-20CP'},47.6332136,-122.28223871,"{'latitude': '47.6332136', 'longitude': '-122.28223871'}"
143784,143784,000952-20CP,Complaint,Request,Weeds,Per CSB; Vegetation preventing the rain water to drain and making the sidewalk unsafe.,2020-01-27,"{'type': 'Point', 'coordinates': [-122.37666607, 47.55597208]}",,Completed,5049 35TH AVE SW,SEATTLE,WA,98126.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000952-20CP'},47.55597208,-122.37666607,"{'latitude': '47.55597208', 'longitude': '-122.37666607'}"
143786,143786,000953-20CP,Complaint,Request,Weeds,Per CSB; Overgrown hedge impeding passage on the sidewalk,2020-01-27,"{'type': 'Point', 'coordinates': [-122.28329796, 47.63251628]}",,Completed,3810 E MADISON ST,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000953-20CP'},47.63251628,-122.28329796,"{'latitude': '47.63251628', 'longitude': '-122.28329796'}"
143787,143787,000954-20CP,Complaint,Request,Weeds,Per CSB; Vegetation is growing over into a narrow street. There is a lot of construction on the street and the narrow street combined w big trucks and overflowing vegetation is problematic.,2020-01-28,"{'type': 'Point', 'coordinates': [-122.40820264, 47.57088726]}",,Completed,3704 59TH AVE SW,SEATTLE,WA,98116.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000954-20CP'},47.57088726,-122.40820264,"{'latitude': '47.57088726', 'longitude': '-122.40820264'}"
143790,143790,000956-20CP,Complaint,Request,Weeds,Per CSB; Bushes in sidewalk,2020-01-28,"{'type': 'Point', 'coordinates': [-122.38199293, 47.55648432]}",,Completed,5035 FAUNTLEROY WAY SW,SEATTLE,WA,98136.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000956-20CP'},47.55648432,-122.38199293,"{'latitude': '47.55648432', 'longitude': '-122.38199293'}"
143791,143791,000957-20CP,Complaint,Request,Weeds,Per CSB; overgrown trees,2020-01-28,"{'type': 'Point', 'coordinates': [-122.38199559, 47.5513466]}",,Completed,5621 A FAUNTLEROY WAY SW,SEATTLE,WA,98136.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000957-20CP'},47.5513466,-122.38199559,"{'latitude': '47.5513466', 'longitude': '-122.38199559'}"
143796,143796,000960-20CP,Complaint,Request,Construction,Clearing of vegetation/regrading. Brought in or moved large amount of dirt.Viewable from SW Glenridge Way,2020-01-30,"{'type': 'Point', 'coordinates': [-122.3838422, 47.53556817]}",,Closed,3943 SW Webster ST,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000960-20CP'},47.53556817,-122.3838422,"{'latitude': '47.53556817', 'longitude': '-122.3838422'}"
143821,143821,000980-20CP,Complaint,Request,Land Use,Per CSB; The duplex at this address has garbage and items build up on the property. Also vegetation overgrowing. SDCI - Enforce junk storage and overgrown vegetation violations,2020-02-03,"{'type': 'Point', 'coordinates': [-122.36833725, 47.66623705]}",Completed,Completed,5116 9TH AVE NW,SEATTLE,WA,98107.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000980-20CP'},47.66623705,-122.36833725,"{'latitude': '47.66623705', 'longitude': '-122.36833725'}"
